model,query_image,k,precision,recall,ndcg,rank_of_true_label,min_distance,max_distance,mean_distance,search_time_mean,search_time_std,birads_category
EfficientNet,700,100,0.83,0.10362047440699126,0.9752563154388465,1,0.0,170.63953,150.17375,0.0004678300116211176,0.00018064652843684562,1
EfficientNet,800,1,1.0,0.0012484394506866417,1.0,1,0.0,0.0,0.0,0.00039718999760225416,9.1036626723496e-05,1
EfficientNet,800,5,1.0,0.006242197253433208,1.0,1,0.0,75.46335,53.88622,0.0004902999848127365,0.00020173348752938058,1
EfficientNet,800,10,1.0,0.012484394506866416,1.0,1,0.0,79.86831,66.16231,0.0004079699981957674,0.00012169319097189067,1
EfficientNet,800,20,0.8,0.019975031210986267,0.9807773848747505,1,0.0,86.49487,75.171844,0.000676060002297163,6.670207120418567e-05,1
EfficientNet,800,50,0.76,0.04744069912609238,0.9583236016601011,1,0.0,97.77237,85.91877,0.0006113899988122284,0.00025279724717437464,1
EfficientNet,800,100,0.7,0.08739076154806492,0.9450264374811858,1,0.0,110.77126,95.313324,0.0007129600155167282,0.0001500999646958171,1
EfficientNet,900,1,1.0,0.003003003003003003,1.0,1,0.0,0.0,0.0,0.0004764299956150353,0.00012267446385449317,2
EfficientNet,900,5,1.0,0.015015015015015015,1.0,1,0.0,78.35277,61.86739,0.0004636399913579226,0.00014262501576342896,2
EfficientNet,900,10,0.6,0.018018018018018018,1.0,1,0.0,82.09567,71.35752,0.0004633600125089288,0.00012340171161211012,2
EfficientNet,900,20,0.45,0.02702702702702703,0.9473264078582623,1,0.0,87.58804,77.94631,0.00051770000718534,0.0001587150096201382,2
EfficientNet,900,50,0.32,0.04804804804804805,0.881969780027211,1,0.0,105.044395,89.896355,0.0007404800038784742,0.00013134233264908414,2
EfficientNet,900,100,0.27,0.08108108108108109,0.8399428109786452,1,0.0,119.14876,101.40884,0.0006960000144317746,0.00016460832748713198,2
EfficientNet,1000,1,1.0,0.003003003003003003,1.0,1,0.0,0.0,0.0,0.000963439978659153,0.000267110354648561,2
EfficientNet,1000,5,0.2,0.003003003003003003,1.0,1,0.0,128.55229,98.1227,0.0006665299995802342,9.126731424305347e-05,2
EfficientNet,1000,10,0.1,0.003003003003003003,1.0,1,0.0,138.5062,117.423386,0.0005710899946279824,0.0001720896630749823,2
EfficientNet,1000,20,0.15,0.009009009009009009,0.6991372963239131,1,0.0,150.35466,130.91293,0.0007231299998238683,0.000149076228399337,2
EfficientNet,1000,50,0.2,0.03003003003003003,0.6290195492625913,1,0.0,167.18478,148.04884,0.00046763001009821894,0.0001018547787952591,2
EfficientNet,1000,100,0.21,0.06306306306306306,0.6379816378484383,1,0.0,180.86102,161.01543,0.0009198099956847728,0.00023995373075805308,2
EfficientNet,1500,1,1.0,0.003134796238244514,1.0,1,0.0,0.0,0.0,0.0007179699838161469,0.00012605006755063447,4
EfficientNet,1500,5,0.4,0.006269592476489028,0.8503449055347546,1,0.0,175.38611,137.49686,0.000447940023150295,9.535860553411858e-05,4
EfficientNet,1500,10,0.7,0.0219435736677116,0.8196683128314594,1,0.0,187.9054,159.76515,0.0008171699824742973,0.0003351213793673339,4
EfficientNet,1500,20,0.45,0.02821316614420063,0.820779915869674,1,0.0,196.6976,176.40535,0.0004348300048150122,8.153155552189203e-05,4
EfficientNet,1500,50,0.28,0.0438871473354232,0.7991153818284878,1,0.0,217.03278,195.02454,0.000473540008533746,9.170821265331902e-05,4
EfficientNet,1500,100,0.28,0.0877742946708464,0.7667479454771371,1,0.0,233.62985,210.7781,0.0004885099944658578,8.737890534363412e-05,4
